participantNo,inputType,trialNo,triad,msg,spagCorrect,correctMsg,gMsg
23,Speech,20,"soccer.png,youngman.png,heart.png",A boy met his soulmate at soccer practice.,A boy met his soulmate at soccer practice.,A boy met his soulmate at soccer practice.,A boy met his soulmate at soccer practice.
24,Speech,1,"boy.png,boat.png,cat.png",The boy like playing with toy boats and with his cat,The boy like playing with toy boats and with his cat,The boy like playing with toy boats and with his cat,The boy like playing with toy boats and with his cat
24,Speech,2,"soccer.png,youngman.png,heart.png",The man was a big soccer fan,The man was a big soccer fan,The man was a big soccer fan,The man was a big soccer fan
24,Speech,3,"house.png,Friends.png,mug.png",The three friends liked hanging out at their houses while drinking hot chocolate,The three friends liked hanging out at their houses while drinking hot chocolate,The three friends liked hanging out at their houses while drinking hot chocolate,The three friends liked hanging out at their houses while drinking hot chocolate
24,Speech,4,"brocoli.png,hotdog.png,woman.png",The teacher taught her students that broccoli is healthy while hot dogs are not,The teacher taught her students that broccoli is healthy while hot dogs are not,The teacher taught her students that broccoli is healthy while hot dogs are not,The teacher taught her students that broccoli is healthy while hot dogs are not
24,Speech,5,"grandma.png,heart.png,teddybear.png",The grandma loved her grandson so much she bought him a teddy bear,The grandma loved her grandson so much she bought him a teddy bear,The grandma loved her grandson so much she bought him a teddy bear,The grandma loved her grandson so much she bought him a teddy bear
24,Speech,6,"swings.png,money.png,momandbaby.png",The young mom was tight on a budget so she brought her child to the park,"The young mom was tight on a budget, so she brought her child to the park",The young mom was tight on a budget so she brought her child to the park,"The young mom was tight on a budget, so she brought her child to the park"
24,Speech,7,"bicycle.png,youngman.png,santa.png","For Christmas, the man wanted a new bike","For Christmas, the man wanted a new bike","For Christmas, the man wanted a new bike","For Christmas, the man wanted a new bike"
24,Speech,8,"flower.png,bench.png,man.png",The old man like sitting on park benches and looking over the garden,The old man like sitting on park benches and looking over the garden,The old man liked sitting on park benches and looking over the garden,The old man like sitting on park benches and looking over the garden
24,Speech,9,"baby.png,iPhone4.png,man.png",The old man was tired so he let the baby play with his phone,"The old man was tired, so he let the baby play with his phone",The old man was tired so he let the baby play with his phone,"The old man was tired, so he let the baby play with his phone"
24,Speech,10,"woman.png,momandbaby.png,plane.png",While aboard the plane the flight attendant asked the mom if she needed anything for her baby,While aboard the plane the flight attendant asked the mom if she needed anything for her baby,While aboard the plane the flight attendant asked the mom if she needed anything for her baby,While aboard the plane the flight attendant asked the mom if she needed anything for her baby
24,Speech,11,"sun.png,house.png,baby.png",Kids would rather play outside in the sun than stay indoors,Kids would rather play outside in the sun than stay indoors,Kids would rather play outside in the sun than stay indoors,Kids would rather play outside in the sun than stay indoors
24,Speech,12,"swings.png,crying.png,raincloud.png",He was sad that the rain made him unable to play at the park,He was sad that the rain made him unable to play at the park,He was sad that the rain made him unable to play at the park,He was sad that the rain made him unable to play at the park
24,Speech,13,"teddybear.png,money.png,Friends.png",Her friends surprised her by buying a new teddy bear,Her friends surprised her by buying a new teddy bear,Her friends surprised her by buying a new teddy bear,Her friends surprised her by buying a new teddy bear
24,Speech,14,"crying.png,pup.png,confused.png",She was confused why the dog made the boy cry,She was confused why the dog made the boy cry,She was confused why the dog made the boy cry,She was confused why the dog made the boy cry
24,Speech,15,"cooking.png,house.png,soccer.png","When the girl is at home, she loved to cook and play soccer","When the girl is at home, she loved to cook and play soccer","When the girl is at home, she loved to cook and play soccer","When the girl is at home, she loved to cook and play soccer"
24,Speech,16,"turtle.png,cooking-pan.png,youngman.png",One day he was so angry he hit his pet turtle with a pan,One day he was so angry he hit his pet turtle with a pan,One day he was so angry he hit his pet turtle with a pan,One day he was so angry he hit his pet turtle with a pan
24,Speech,17,"crying.png,youngman.png,santa.png",The boy was sad when his dad told him Santa wasn't real,The boy was sad when his dad told him Santa wasn't real,The boy was sad when his dad told him Santa wasn't real,The boy was sad when his dad told him Santa wasn't real
24,Speech,18,"boy.png,Friends.png,present.png",For the boy's birthday he invited all his friends over and received many gifts,For the boy's birthday he invited all his friends over and received many gifts,For the boy's birthday he invited all his friends over and received many gifts,For the boy's birthday he invited all his friends over and received many gifts
24,Speech,19,"doctor.png,plane.png,boy.png",The doctor told the boy he was finally healthy enough to go on planes,The doctor told the boy he was finally healthy enough to go on planes,The doctor told the boy he was finally healthy enough to go on planes,The doctor told the boy he was finally healthy enough to go on planes
24,Speech,20,"apple.png,doctor.png,house.png",Inside the doctor's home he grew apples,Inside the doctor's home he grew apples,Inside the doctor's home he grew apples,Inside the doctor's home he grew apples
24,Keyboard,1,"flower.png,bench.png,man.png","The man saw a pretty lady sitting alone on a park bench, so he picked a flower and gave it to her","The man saw a pretty lady sitting alone on a park bench, so he picked a flower and gave it to her","The man saw a pretty lady sitting alone on a park bench, so he picked a flower and gave it to her","The man saw a pretty lady sitting alone on a park bench, so he picked a flower and gave it to her"
24,Keyboard,2,"turtle.png,cooking-pan.png,youngman.png","The artist loved drawing cartoons, so he created a turtle character that had a pan on its back rather than a shell","The artist loved drawing cartoons, so he created a turtle character that had a pan on its back rather than a shell","The artist loved drawing cartoons, so he created a turtle character that had a pan on its back rather than a shell","The artist loved drawing cartoons, so he created a turtle character that had a pan on its back rather than a shell"
24,Keyboard,3,"boy.png,Friends.png,present.png","The little boy always looked forward to his older siblings coming home, as they would always spoil him with gifts","The little boy always looked forward to his older siblings coming home, as they would always spoil him with gifts","The little boy always looked forward to his older siblings coming home, as they would always spoil him with gifts","The little boy always looked forward to his older siblings coming home, as they would always spoil him with gifts"
24,Keyboard,4,"doctor.png,plane.png,boy.png",The boys father was finally flying home after being abroad to perform a surgery,The boy’s father was finally flying home after being abroad to perform a surgery,The boy's father was finally flying home after being abroad to perform a surgery,The boy’s father was finally flying home after being abroad to perform a surgery
24,Keyboard,5,"brocoli.png,hotdog.png,woman.png","She was on a strict vegetable diet, but decided to eat a hot dog on her cheat day","She was on a strict vegetable diet, but decided to eat a hot dog on her cheat day","She was on a strict vegetable diet, but decided to eat a hot dog on her cheat day","She was on a strict vegetable diet, but decided to eat a hot dog on her cheat day"
24,Keyboard,6,"apple.png,doctor.png,house.png",The doctor's house was filled with apples,The doctor's house was filled with apples,The doctor's house was filled with apples,The doctor's house was filled with apples
24,Keyboard,7,"boy.png,boat.png,cat.png","When asked what he though sailboat sails were made of, the boy responded ""cat fur""","When asked what he though sailboat sails were made of, the boy responded ""cat fur""","When asked what he thought sailboat sails were made of, the boy responded ""cat fur""","When asked what he though sailboat sails were made of, the boy responded ""cat fur"""
24,Keyboard,8,"bicycle.png,youngman.png,santa.png","To the elf's surprise, Santa didn't ride a sleigh - he rode a bike instead","To the elf's surprise, Santa didn't ride a sleigh - he rode a bike instead","To the elf's surprise, Santa didn't ride a sleigh - he rode a bike instead","To the elf's surprise, Santa didn't ride a sleigh - he rode a bike instead"
24,Keyboard,9,"woman.png,momandbaby.png,plane.png","The woman waved goodbye to her sister, as she boarded a plane to a country where a new life awaits her","The woman waved goodbye to her sister, as she boarded a plane to a country where a new life awaits her","The woman waved goodbye to her sister, as she boarded a plane to a country where a new life awaits her","The woman waved goodbye to her sister, as she boarded a plane to a country where a new life awaits her"
24,Keyboard,10,"crying.png,pup.png,confused.png","The boy had lost is beloved dog and began to cry, but his friend didn't understand how he could get upset at such a small thing","The boy had lost is beloved dog and began to cry, but his friend didn't understand how he could get upset at such a small thing","The boy had lost his beloved dog and began to cry, but his friend didn't understand how he could get upset at such a small thing","The boy had lost is beloved dog and began to cry, but his friend didn't understand how he could get upset at such a small thing"
24,Keyboard,11,"swings.png,crying.png,raincloud.png",The storm from the night before broke the boy's favourite swing at the park,The storm from the night before broke the boy's favourite swing at the park,The storm from the night before broke the boy's favourite swing at the park,The storm from the night before broke the boy's favourite swing at the park
24,Keyboard,12,"grandma.png,heart.png,teddybear.png","Every night, the teddy bear would animate and tell the grandma how much he loved her","Every night, the teddy bear would animate and tell the grandma how much he loved her","Every night, the teddy bear would animate and tell the grandma how much he loved her","Every night, the teddy bear would animate and tell the grandma how much he loved her"
24,Keyboard,13,"crying.png,youngman.png,santa.png","Though the little boy was sad when he found out Santa wasn't real, he grew up to come to terms with it","Though the little boy was sad when he found out Santa wasn't real, he grew up to come to terms with it","Though the little boy was sad when he found out Santa wasn't real, he grew up to come to terms with it","Though the little boy was sad when he found out Santa wasn't real, he grew up to come to terms with it"
24,Keyboard,14,"sun.png,house.png,baby.png","In the baby room of the house, the baby's parents hung a big sun plushie from the ceiling","In the baby room of the house, the baby's parents hung a big sun plushie from the ceiling","In the baby room of the house, the baby's parents hung a big sun plushie from the ceiling","In the baby room of the house, the baby's parents hung a big sun plushie from the ceiling"
24,Keyboard,15,"soccer.png,youngman.png,heart.png","When it came to choosing between playing soccer forever or moving in with the love of his life, the answer was obvious","When it came to choosing between playing soccer forever or moving in with the love of his life, the answer was obvious","When it came to choosing between playing soccer forever or moving in with the love of his life, the answer was obvious","When it came to choosing between playing soccer forever or moving in with the love of his life, the answer was obvious"
24,Keyboard,16,"baby.png,iPhone4.png,man.png",The man would never understand why the newer generations were so fascinated by their phones,The man would never understand why the newer generations were so fascinated by their phones,The man would never understand why the newer generations were so fascinated by their phones,The man would never understand why the newer generations were so fascinated by their phones
24,Keyboard,17,"teddybear.png,money.png,Friends.png",Everyone pitched in to playing the carnival game and eventually won the plushie,Everyone pitched in to playing the carnival game and eventually won the plushie,Everyone pitched in to playing the carnival game and eventually won the plushie,Everyone pitched in to playing the carnival game and eventually won the plushie
24,Keyboard,18,"cooking.png,house.png,soccer.png","Being an adult meant having so many more freedoms - having your own place, eating the food you want, and playing soccer whenever you wanted!","Being an adult meant having so many more freedoms - having your own place, eating the food you want, and playing soccer whenever you wanted!","Being an adult meant having so many more freedoms - having your own place, eating the food you want, and playing soccer whenever you wanted!","Being an adult meant having so many more freedoms - having your own place, eating the food you want, and playing soccer whenever you wanted!"
24,Keyboard,19,"house.png,Friends.png,mug.png",The man's new house purchase called for drinks and a celebration with friends,The man's new house purchase called for drinks and a celebration with friends,The man's new house purchase called for drinks and a celebration with friends,The man's new house purchase called for drinks and a celebration with friends
24,Keyboard,20,"swings.png,money.png,momandbaby.png","While at the park, the mom found a bag of cash hidden underneath the sand","While at the park, the mom found a bag of cash hidden underneath the sand","While at the park, the mom found a bag of cash hidden underneath the sand","While at the park, the mom found a bag of cash hidden underneath the sand"
25,Keyboard,1,"sun.png,house.png,baby.png",The baby plays in the sun outside of his house. ,The baby plays in the sun outside of his house. ,The baby plays in the sun outside of his house. ,The baby plays in the sun outside of his house. 
25,Keyboard,2,"boy.png,Friends.png,present.png",A young boy is given a gift by his older siblings. ,A young boy is given a gift by his older siblings. ,A young boy is given a gift by his older siblings. ,A young boy is given a gift by his older siblings. 
25,Keyboard,3,"house.png,Friends.png,mug.png",The group of teens must go back home to get a drink. ,The group of teens must go back home to get a drink. ,The group of teens must go back home to get a drink. ,The group of teens must go back home to get a drink. 
25,Keyboard,4,"apple.png,doctor.png,house.png","The doctor says that if you eat an apple a day, you can stay at home. ","The doctor says that if you eat an apple a day, you can stay at home. ","The doctor says that if you eat an apple a day, you can stay at home. ","The doctor says that if you eat an apple a day, you can stay at home. "
25,Keyboard,5,"cooking.png,house.png,soccer.png",Mom cooks dinner at home before the soccer game. ,Mom cooks dinner at home before the soccer game. ,Mom cooks dinner at home before the soccer game. ,Mom cooks dinner at home before the soccer game. 
25,Keyboard,6,"crying.png,pup.png,confused.png",Mom is confused as to why her child doesn't like the dog. ,Mom is confused as to why her child doesn't like the dog. ,Mom is confused as to why her child doesn't like the dog. ,The mom is confused as to why her child doesn't like the dog. 
25,Keyboard,7,"soccer.png,youngman.png,heart.png",The man loves soccer. ,The man loves soccer. ,The man loves soccer. ,The man loves soccer. 
25,Keyboard,8,"bicycle.png,youngman.png,santa.png",Santa rides a bike to visit the man. ,Santa rides a bike to visit the man. ,Santa rides a bike to visit the man. ,Santa rides a bike to visit the man. 
25,Keyboard,9,"woman.png,momandbaby.png,plane.png",A woman takes a flight to visit her sister and newborn nephew. ,A woman takes a flight to visit her sister and newborn nephew. ,A woman takes a flight to visit her sister and newborn nephew. ,A woman takes a flight to visit her sister and newborn nephew. 
25,Keyboard,10,"crying.png,youngman.png,santa.png",The man was scared of Santa as a child. ,The man was scared of Santa as a child. ,The man was scared of Santa as a child. ,The man was scared of Santa as a child. 
25,Keyboard,11,"flower.png,bench.png,man.png",The man likes to sit on a bench and look at the flower. ,The man likes to sit on a bench and look at the flower. ,The man likes to sit on a bench and look at the flower. ,The man likes to sit on a bench and look at the flower. 
25,Keyboard,12,"baby.png,iPhone4.png,man.png",The man takes a picture of the baby using his phone. ,The man takes a picture of the baby using his phone. ,The man takes a picture of the baby using his phone. ,The man takes a picture of the baby using his phone. 
25,Keyboard,13,"brocoli.png,hotdog.png,woman.png",Mom gives a choice between broccoli and a hot dog for dinner.,Mom gives a choice between broccoli and a hot dog for dinner.,Mom gives a choice between broccoli and a hot dog for dinner.,Mom gives a choice between broccoli and a hot dog for dinner.
25,Keyboard,14,"swings.png,money.png,momandbaby.png",Mom paid money to have a swing set built for her child. ,Mom paid money to have a swing set built for her child. ,Mom paid money to have a swing set built for her child. ,Mom paid money to have a swing set built for her child. 
25,Keyboard,15,"doctor.png,plane.png,boy.png",The doctor says that the child is old enough to fly.,The doctor says that the child is old enough to fly.,The doctor says that the child is old enough to fly.,The doctor says that the child is old enough to fly.
25,Keyboard,16,"turtle.png,cooking-pan.png,youngman.png",The man wonders if turtle can be fried. ,The man wonders if turtle can be fried. ,The man wonders if turtle can be fried. ,The man wonders if turtle can be fried. 
25,Keyboard,17,"boy.png,boat.png,cat.png",The boy would like to sail away with his cat. ,The boy would like to sail away with his cat. ,The boy would like to sail away with his cat. ,The boy would like to sail away with his cat. 
25,Keyboard,18,"grandma.png,heart.png,teddybear.png",The old woman loves her teddy bear. ,The old woman loves her teddy bear. ,The old woman loves her teddy bear. ,The old woman loves her teddy bear. 
25,Keyboard,19,"teddybear.png,money.png,Friends.png",The teenagers pay money for a communal teddy bear. ,The teenagers pay money for a communal teddy bear. ,The teenagers pay money for a communal teddy bear. ,The teenagers pay money for a communal teddy bear. 
25,Keyboard,20,"swings.png,crying.png,raincloud.png",The boy is sad that he cannot play on the swing set in the rain. ,The boy is sad that he cannot play on the swing set in the rain. ,The boy is sad that he cannot play on the swing set in the rain. ,The boy is sad that he cannot play on the swing set in the rain. 
25,Speech,1,"flower.png,bench.png,man.png",The man would rather pick a flower then sit on the bench. ,The man would rather pick a flower then sit on the bench. ,The man would rather pick a flower then sit on the bench. ,The man would rather pick a flower then sit on the bench. 
25,Speech,2,"brocoli.png,hotdog.png,woman.png",The woman likes hot dogs more than broccoli. ,The woman likes hot dogs more than broccoli. ,The woman likes hot dogs more than broccoli. ,The woman likes hot dogs more than broccoli. 
25,Speech,3,"boy.png,Friends.png,present.png",The boy thinks that spending time with his older siblings is a gift. ,The boy thinks that spending time with his older siblings is a gift. ,The boy thinks that spending time with his older siblings is a gift. ,The boy thinks that spending time with his older siblings is a gift. 
25,Speech,4,"swings.png,crying.png,raincloud.png",The boy cries on the swingset as it starts to rain. ,The boy cries on the swing set as it starts to rain. ,The boy cries on the swing set as it starts to rain. ,The boy cries on the swing set as it starts to rain. 
25,Speech,5,"sun.png,house.png,baby.png",The baby is happy it can be out in the sun instead of indoors. ,The baby is happy it can be out in the sun instead of indoors. ,The baby is happy it can be out in the sun instead of indoors. ,The baby is happy it can be out in the sun instead of indoors. 
25,Speech,6,"boy.png,boat.png,cat.png",The boy and the cat take a sailboat. ,The boy and the cat take a sailboat. ,The boy and the cat take a sailboat. ,The boy and the cat take a sailboat. 
25,Speech,7,"soccer.png,youngman.png,heart.png",They can't decide between pursuing love or soccer. ,They can't decide between pursuing love or soccer. ,They can't decide between pursuing love or soccer. ,They can't decide between pursuing love or soccer. 
25,Speech,8,"crying.png,youngman.png,santa.png",Santa can easily tell who is naughty and nice.,Santa can easily tell who is naughty and nice.,Santa can easily tell who is naughty and nice.,Santa can easily tell who is naughty and nice.
25,Speech,9,"swings.png,money.png,momandbaby.png",The woman and her child would rather play on the swing set then spend money. ,The woman and her child would rather play on the swing set then spend money. ,The woman and her child would rather play on the swing set than spend money. ,The woman and her child would rather play on the swing set then spend money. 
25,Speech,10,"turtle.png,cooking-pan.png,youngman.png",The turtle cooks a meal for his owner. ,The turtle cooks a meal for his owner. ,The turtle cooks a meal for his owner. ,The turtle cooks a meal for his owner. 
25,Speech,11,"woman.png,momandbaby.png,plane.png",The woman says goodbye to her daughter and granddaughter as they fly away. ,The woman says goodbye to her daughter and granddaughter as they fly away. ,The woman says goodbye to her daughter and granddaughter as they fly away. ,The woman says goodbye to her daughter and granddaughter as they fly away. 
25,Speech,12,"cooking.png,house.png,soccer.png",The girl prefers eating a home-cooked meal over playing soccer. ,The girl prefers eating a home-cooked meal over playing soccer. ,The girl prefers eating a home-cooked meal over playing soccer. ,The girl prefers eating a home-cooked meal over playing soccer. 
25,Speech,13,"apple.png,doctor.png,house.png",Eating an apple makes the doctor feel at home. ,Eating an apple makes the doctor feel at home. ,Eating an apple makes the doctor feel at home. ,Eating an apple makes the doctor feel at home. 
25,Speech,14,"bicycle.png,youngman.png,santa.png",Santa gives a child a bike for Christmas. ,Santa gives a child a bike for Christmas. ,Santa gives a child a bike for Christmas. ,Santa gives a child a bike for Christmas. 
25,Speech,15,"baby.png,iPhone4.png,man.png",The baby phoned his dad. ,The baby phoned his dad. ,The baby phoned his dad. ,The baby phoned his dad. 
25,Speech,16,"house.png,Friends.png,mug.png",The teenagers go back home for coffee. ,The teenagers go back home for coffee. ,The teenagers go back home for coffee. ,The teenagers go back home for coffee. 
25,Speech,17,"grandma.png,heart.png,teddybear.png",The teddy bear misses the love of his grandma. ,The teddy bear misses the love of his grandma. ,The teddy bear misses the love of his grandma. ,The teddy bear misses the love of his grandma. 
25,Speech,18,"doctor.png,plane.png,boy.png",The doctor flies to make a house call for the little boy. ,The doctor flies to make a house call for the little boy. ,The doctor flies to make a house call for the little boy. ,The doctor flies to make a house call for the little boy. 
25,Speech,19,"teddybear.png,money.png,Friends.png",The Teddy Bear spends all his money to see his old friends. ,The Teddy Bear spends all his money to see his old friends. ,The teddy bear spends all his money to see his old friends. ,The teddy bear spends all his money to see his old friends. 
25,Speech,20,"crying.png,pup.png,confused.png",The girl questions why the dog runs to the crying boy  ,The girl questions why the dog runs to the crying boy  ,The girl questions why the dog runs to the crying boy  ,The girl questions why the dog runs to the crying boy  
26,Speech,1,"swings.png,crying.png,raincloud.png",The boy started crying when it began to rain because he could no longer sit in the swing set,The boy started crying when it began to rain because he could no longer sit in the swing set,The boy started crying when it began to rain because he could no longer sit on the swing set,The boy started crying when it began to rain because he could no longer sit in the swing set
26,Speech,2,"teddybear.png,money.png,Friends.png",The three siblings talked about the times when they earned money by selling bear dolls,The three siblings talked about the times when they earned money by selling bear dolls,The three siblings talked about the times when they earned money by selling bear dolls,The three siblings talked about the times when they earned money by selling bear dolls
26,Speech,3,"soccer.png,youngman.png,heart.png",Soccer is Tony's favorites sports,Soccer is Tony's favorites sports,Soccer is Tony's favorite sport,Soccer is Tony's favorite sport
26,Speech,4,"brocoli.png,hotdog.png,woman.png",The principal lady insisted that students eat hot dog with broccoli,The principal lady insisted that students eat hot dog with broccoli,The principal lady insisted that students eat hot dogs with broccoli,The principal lady insisted that students eat hot dogs with broccoli
26,Speech,5,"flower.png,bench.png,man.png",John started reminiscing the time when he gave a flower to his wife,John started reminiscing the time when he gave a flower to his wife,John started reminiscing of the time when he gave a flower to his wife,John started reminiscing the time when he gave a flower to his wife
26,Speech,6,"boy.png,Friends.png,present.png",Two uncles and auntie told Johnny to open up his present,Two uncles and auntie told Johnny to open up his present,Two uncles and an auntie told Johnny to open up his present,Two uncles and auntie told Johnny to open up his present
26,Speech,7,"doctor.png,plane.png,boy.png",The doctor told Johnny that he is healthy enough to get back on the plane again,The doctor told Johnny that he is healthy enough to get back on the plane again,The doctor told Johnny that he is healthy enough to get back on the plane again,The doctor told Johnny that he is healthy enough to get back on the plane again
26,Speech,8,"house.png,Friends.png,mug.png",Three friends had a tea in John's house,Three friends had a tea in John's house,Three friends had a tea in John's house,Three friends had tea in John's house
26,Speech,9,"sun.png,house.png,baby.png",The baby started dancing when the sun lights came into his bedroom,The baby started dancing when the sun lights came into his bedroom,The baby started dancing when the sunlight came into his bedroom,The baby started dancing when the sun lights came into his bedroom
26,Speech,10,"crying.png,pup.png,confused.png",When Jenny asked what happened Tommy started crying and set his dog went missing,When Jenny asked what happened Tommy started crying and set his dog went missing,When Jenny asked what happened Tommy started crying and said his dog went missing,"When Jenny asked what happened, Tommy started crying and set his dog went missing"
26,Speech,11,"bicycle.png,youngman.png,santa.png",James was hoping that Santa Claus would give him a bike as a Christmas gift,James was hoping that Santa Claus would give him a bike as a Christmas gift,James was hoping that Santa Claus would give him a bike as a Christmas gift,James was hoping that Santa Claus would give him a bike as a Christmas gift
26,Speech,12,"swings.png,money.png,momandbaby.png",Baby Johnny was in his mom's arm when he discovered a pile of money buried under the swing set,Baby Johnny was in his mom's arm when he discovered a pile of money buried under the swing set,Baby Johnny was in his mom's arms when he discovered a pile of money buried under the swing set,Baby Johnny was in his mom's arm when he discovered a pile of money buried under the swing set
26,Speech,13,"cooking.png,house.png,soccer.png",Jenny came back home early and started cooking so that she can watch a soccer game,Jenny came back home early and started cooking so that she can watch a soccer game,Jenny came back home early and started cooking so that she can watch a soccer game,Jenny came back home early and started cooking so that she can watch a soccer game
26,Speech,14,"grandma.png,heart.png,teddybear.png",The grandmas love for the bear doll made her smile,The grandmas love for the bear doll made her smile,The grandma's love for the bear doll made her smile,The grandma's love for the bear doll made her smile
26,Speech,15,"boy.png,boat.png,cat.png",When Johnny found out he was going sailing he took his cat with him,When Johnny found out he was going sailing he took his cat with him,When Johnny found out he was going sailing he took his cat with him,When Johnny found out he was going sailing he took his cat with him
26,Speech,16,"apple.png,doctor.png,house.png",The doctor came in knocking at the door and asked whether they had their apple that they,The doctor came in knocking at the door and asked whether they had their apple that they,The doctor came in knocking at the door and asked whether they had their apple that day,The doctor came in knocking at the door and asked whether they had their apple that day
26,Speech,17,"woman.png,momandbaby.png,plane.png",Jenny asked a lady at the information desk whether she could help her find the departure gate for her plane,Jenny asked a lady at the information desk whether she could help her find the departure gate for her plane,Jenny asked a lady at the information desk whether she could help her find the departure gate for her plane,Jenny asked a lady at the information desk whether she could help her find the departure gate for her plane
26,Speech,18,"crying.png,youngman.png,santa.png",James told his crying nephew that Santa Claus doesn't give a present to a kid who cries,James told his crying nephew that Santa Claus doesn't give a present to a kid who cries,James told his crying nephew that Santa Claus doesn't give a present to a kid who cries,James told his crying nephew that Santa Claus doesn't give a present to a kid who cries
26,Speech,19,"turtle.png,cooking-pan.png,youngman.png",Ben the turtle asked James whether he could borrow a frying pan,Ben the turtle asked James whether he could borrow a frying pan,Ben the turtle asked James whether he could borrow a frying pan,Ben the turtle asked James whether he could borrow a frying pan
26,Speech,20,"baby.png,iPhone4.png,man.png",When John told his 5 year old son that he can watch YouTube on his phone all day his son started dancing,When John told his 5 year old son that he can watch YouTube on his phone all day his son started dancing,When John told his 5 year old son that he can watch YouTube on his phone all day his son started dancing,When John told his 5 year old son that he can watch YouTube on his phone all day his son started dancing
26,Keyboard,1,"teddybear.png,money.png,Friends.png","After selling the bear doll, three friends went to Hawaii with the money they earned","After selling the bear doll, three friends went to Hawaii with the money they earned","After selling the bear doll, three friends went to Hawaii with the money they earned","After selling the bear doll, three friends went to Hawaii with the money they earned"
26,Keyboard,2,"soccer.png,youngman.png,heart.png",What Kevin did not know is that the soccer ball actually loved him as well,What Kevin did not know is that the soccer ball actually loved him as well,What Kevin did not know is that the soccer ball actually loved him as well,What Kevin did not know is that the soccer ball actually loved him as well
26,Keyboard,3,"baby.png,iPhone4.png,man.png",The baby started showing his moves to his dad in order to appeal to him that he want a smartphone as well,The baby started showing his moves to his dad in order to appeal to him that he wants a smartphone as well,The baby started showing his moves to his dad in order to appeal to him that he wants a smartphone as well,The baby started showing his moves to his dad in order to appeal to him that he wants a smartphone as well
26,Keyboard,4,"grandma.png,heart.png,teddybear.png",The old lady did not know that her secret admirer was watching her through the lens planted in the bear doll's eyes,The old lady did not know that her secret admirer was watching her through the lens planted in the bear doll's eyes,The old lady did not know that her secret admirer was watching her through the lens planted in the bear doll's eyes,The old lady did not know that her secret admirer was watching her through the lens planted in the bear doll's eyes
26,Keyboard,5,"swings.png,crying.png,raincloud.png",Whenever he cried he would make the rain fall and made it difficult for other kids to go play in the swing set,"Whenever he cried, he would make the rain fall and made it difficult for other kids to go play in the swing set",Whenever he cried he would make the rain fall and make it difficult for other kids to go play in the swing set,"Whenever he cried, he would make the rain fall and made it difficult for other kids to go play in the swing set"
26,Keyboard,6,"brocoli.png,hotdog.png,woman.png",Teacher recommended that contrary to popular beliefs brocolli is unhealthy while hotdog is,Teacher recommended that contrary to popular beliefs broccoli is unhealthy while hotdog is,Teacher recommended that contrary to popular belief broccoli is unhealthy while hotdog is,"The teacher recommended that, contrary to popular beliefs, broccoli is unhealthy while hotdog is"
26,Keyboard,7,"flower.png,bench.png,man.png",Sam came back years later only to find out that a flower blossomed in the place where there used to be a bench ,Sam came back years later only to find out that a flower blossomed in the place where there used to be a bench ,Sam came back years later only to find out that a flower blossomed in the place where there used to be a bench ,Sam came back years later only to find out that a flower blossomed in the place where there used to be a bench 
26,Keyboard,8,"house.png,Friends.png,mug.png",Three extraordinary kids built an entire house with just a mug cup,Three extraordinary kids built an entire house with just a mug cup,Three extraordinary kids built an entire house with just a mug cup,Three extraordinary kids built an entire house with just a mug cup
26,Keyboard,9,"apple.png,doctor.png,house.png",The doctor hinted that a green apple is hidden somewhere in the house,The doctor hinted that a green apple is hidden somewhere in the house,The doctor hinted that a green apple is hidden somewhere in the house,The doctor hinted that a green apple is hidden somewhere in the house
26,Keyboard,10,"bicycle.png,youngman.png,santa.png",The man came with his bike to audition for Santa Claus' new rudolph,The man came with his bike to audition for Santa Claus' new Rudolph,The man came with his bike to audition for Santa Claus' new Rudolph,The man came with his bike to audition for Santa Claus' new Rudolph
26,Keyboard,11,"turtle.png,cooking-pan.png,youngman.png",Kevin wondered how he could scare the turtle away with a frying pan,Kevin wondered how he could scare the turtle away with a frying pan,Kevin wondered how he could scare the turtle away with a frying pan,Kevin wondered how he could scare the turtle away with a frying pan
26,Keyboard,12,"boy.png,Friends.png,present.png",Three kids greeted the kid when he came out of the gift box,Three kids greeted the kid when he came out of the gift box,Three kids greeted the kid when he came out of the gift box,Three kids greeted the kid when he came out of the gift box
26,Keyboard,13,"crying.png,pup.png,confused.png",Jenny could not tell the difference between the crying boy and the dog,Jenny could not tell the difference between the crying boy and the dog,Jenny could not tell the difference between the crying boy and the dog,Jenny could not tell the difference between the crying boy and the dog
26,Keyboard,14,"swings.png,money.png,momandbaby.png",For her son Rebecca spent money to build the swing set,For her son Rebecca spent money to build the swing set,For her son Rebecca spent money to build the swing set,For her son Rebecca spent money to build the swing set
26,Keyboard,15,"sun.png,house.png,baby.png",The giant baby often grew as big as house when the sun came out ,The giant baby often grew as big as house when the sun came out ,The giant baby often grew as big as house when the sun came out ,The giant baby often grew as big as a house when the sun came out 
26,Keyboard,16,"crying.png,youngman.png,santa.png",Because he hated a crying baby Santa Claus used magic to transform him into an adult,Because he hated a crying baby Santa Claus used magic to transform him into an adult,Because he hated a crying baby Santa Claus used magic to transform him into an adult,"Because he hated a crying baby, Santa Claus used magic to transform him into an adult"
26,Keyboard,17,"cooking.png,house.png,soccer.png",In Molly's home they cook soccer ball and eat it,In Molly's home they cook soccer ball and eat it,In Molly's home they cook a soccer ball and eat it,"In Molly's home, they cook soccer ball and eat it"
