participantNo,inputType,trialNo,inputTime,prepTime,msg,correctMsg,msgLen,wpm,incorrect_fixed,fixes,triad,taskType,setNum,totalTime,entryTime,corrTime,acCount,gMsg,uncorrected_error_rate,corrected_error_rate,bandwidth
26,Speech,6,15054,53643,Two uncles and auntie told Johnny to open up his present,Two uncles and an auntie told Johnny to open up his present,56,43.84216819,43,6,"boy.png,Friends.png,present.png",Composition,A,70703,17060,3970,0,Two uncles and auntie told Johnny to open up his present,0.024193548,0.693548387,0.519047619
26,Speech,7,9004,39311,The doctor told Johnny that he is healthy enough to get back on the plane again,The doctor told Johnny that he is healthy enough to get back on the plane again,79,103.9537983,0,0,"doctor.png,plane.png,boy.png",Composition,A,50391,11080,0,0,The doctor told Johnny that he is healthy enough to get back on the plane again,0,0,1
26,Speech,8,13105,8847,Three friends had a tea in John's house,Three friends had a tea in John's house,39,34.79587944,12,8,"house.png,Friends.png,mug.png",Composition,A,23805,14959,7015,0,Three friends had tea in John's house,0.022222222,0.260992908,0.637526018
26,Speech,9,11242,39268,The baby started dancing when the sun lights came into his bedroom,The baby started dancing when the sunlight came into his bedroom,66,69.38267212,0,0,"sun.png,house.png,baby.png",Composition,A,52473,13205,0,0,The baby started dancing when the sun lights came into his bedroom,0.015625,0,0.984375
26,Speech,10,23165,56652,When Jenny asked what happened Tommy started crying and set his dog went missing,When Jenny asked what happened Tommy started crying and said his dog went missing,80,40.92380747,11,6,"crying.png,pup.png,confused.png",Composition,A,80507,23855,3326,0,"When Jenny asked what happened, Tommy started crying and set his dog went missing",0.023188987,0.127171879,0.805070482
26,Speech,11,12671,16862,James was hoping that Santa Claus would give him a bike as a Christmas gift,James was hoping that Santa Claus would give him a bike as a Christmas gift,75,70.08128798,0,0,"bicycle.png,youngman.png,santa.png",Composition,A,30392,13530,0,0,James was hoping that Santa Claus would give him a bike as a Christmas gift,0,0,1
26,Speech,12,20226,39803,Baby Johnny was in his mom's arm when he discovered a pile of money buried under the swing set,Baby Johnny was in his mom's arms when he discovered a pile of money buried under the swing set,94,55.17650549,2,2,"swings.png,money.png,momandbaby.png",Composition,A,63240,23438,3056,0,Baby Johnny was in his mom's arm when he discovered a pile of money buried under the swing set,0.005154639,0.020725945,0.954339311
26,Speech,13,9918,67460,Jenny came back home early and started cooking so that she can watch a soccer game,Jenny came back home early and started cooking so that she can watch a soccer game,82,98.00362976,0,0,"cooking.png,house.png,soccer.png",Composition,A,78967,11507,0,0,Jenny came back home early and started cooking so that she can watch a soccer game,0,0,1
26,Speech,14,16174,74616,The grandmas love for the bear doll made her smile,The grandma's love for the bear doll made her smile,50,36.35464325,42,10,"grandma.png,heart.png,teddybear.png",Composition,A,92525,17909,3370,0,The grandma's love for the bear doll made her smile,0.016666667,0.7,0.480392157
26,Speech,15,18766,23274,When Johnny found out he was going sailing he took his cat with him,When Johnny found out he was going sailing he took his cat with him,67,42.20398593,4,4,"boy.png,boat.png,cat.png",Composition,A,45118,21844,6015,0,When Johnny found out he was going sailing he took his cat with him,0,0.056338028,0.893333333
26,Speech,16,12021,37005,The doctor came in knocking at the door and asked whether they had their apple that they,The doctor came in knocking at the door and asked whether they had their apple that day,88,86.84801597,0,0,"apple.png,doctor.png,house.png",Composition,A,52715,15710,0,0,The doctor came in knocking at the door and asked whether they had their apple that day,0.034090909,0,0.965909091
26,Speech,17,15709,88061,Jenny asked a lady at the information desk whether she could help her find the departure gate for her plane,Jenny asked a lady at the information desk whether she could help her find the departure gate for her plane,107,80.97269081,0,0,"woman.png,momandbaby.png,plane.png",Composition,A,108145,20084,0,0,Jenny asked a lady at the information desk whether she could help her find the departure gate for her plane,0,0,1
26,Speech,18,15639,20614,James told his crying nephew that Santa Claus doesn't give a present to a kid who cries,James told his crying nephew that Santa Claus doesn't give a present to a kid who cries,87,65.98887397,5,3,"crying.png,youngman.png,santa.png",Composition,A,40221,19607,2373,0,James told his crying nephew that Santa Claus doesn't give a present to a kid who cries,0,0.055555556,0.915789474
26,Speech,19,12116,57114,Ben the turtle asked James whether he could borrow a frying pan,Ben the turtle asked James whether he could borrow a frying pan,63,61.40640475,4,4,"turtle.png,cooking-pan.png,youngman.png",Composition,A,71595,14481,4995,0,Ben the turtle asked James whether he could borrow a frying pan,0,0.059701493,0.887323944
26,Speech,20,32516,24330,When John told his 5 year old son that he can watch YouTube on his phone all day his son started dancing,When John told his 5 year old son that he can watch YouTube on his phone all day his son started dancing,104,38.0120556,30,10,"baby.png,iPhone4.png,man.png",Composition,A,59038,34708,11774,0,When John told his 5 year old son that he can watch YouTube on his phone all day his son started dancing,0,0.263157895,0.722222222
26,Keyboard,1,36953,28050,"After selling the bear doll, three friends went to Hawaii with the money they earned","After selling the bear doll, three friends went to Hawaii with the money they earned",84,26.95315671,21,21,"teddybear.png,money.png,Friends.png",Composition,B,65358,37308,3907,0,"After selling the bear doll, three friends went to Hawaii with the money they earned",0,0.2,0.666666667
26,Keyboard,2,22566,48976,What Kevin did not know is that the soccer ball actually loved him as well,What Kevin did not know is that the soccer ball actually loved him as well,74,38.81946291,3,3,"soccer.png,youngman.png,heart.png",Composition,B,71866,22890,1587,0,What Kevin did not know is that the soccer ball actually loved him as well,0,0.038961039,0.925
26,Keyboard,3,31267,8755,The baby started showing his moves to his dad in order to appeal to him that he want a smartphone as well,The baby started showing his moves to his dad in order to appeal to him that he wants a smartphone as well,105,39.91428663,3,3,"baby.png,iPhone4.png,man.png",Composition,B,40671,31916,1556,0,The baby started showing his moves to his dad in order to appeal to him that he wants a smartphone as well,0.009174312,0.027522936,0.9375
26,Keyboard,4,39050,37073,The old lady did not know that her secret admirer was watching her through the lens planted in the bear doll's eyes,The old lady did not know that her secret admirer was watching her through the lens planted in the bear doll's eyes,115,35.03201024,36,12,"grandma.png,heart.png,teddybear.png",Composition,B,80093,43020,3045,8,The old lady did not know that her secret admirer was watching her through the lens planted in the bear doll's eyes,0,0.283464567,0.705521472
26,Keyboard,5,34412,104706,Whenever he cried he would make the rain fall and made it difficult for other kids to go play in the swing set,Whenever he cried he would make the rain fall and make it difficult for other kids to go play in the swing set,110,38.00999651,9,1,"swings.png,crying.png,raincloud.png",Composition,B,140580,35874,484,1,"Whenever he cried, he would make the rain fall and made it difficult for other kids to go play in the swing set",0.00896879,0.080719112,0.908712121
26,Keyboard,6,41320,14834,Teacher recommended that contrary to popular beliefs brocolli is unhealthy while hotdog is,Teacher recommended that contrary to popular belief broccoli is unhealthy while hotdog is,90,25.84704743,28,28,"brocoli.png,hotdog.png,woman.png",Composition,B,58468,43634,8914,1,"The teacher recommended that, contrary to popular beliefs, broccoli is unhealthy while hotdog is",0.044969929,0.231547294,0.58741889
26,Keyboard,7,67403,6324,Sam came back years later only to find out that a flower blossomed in the place where there used to be a bench ,Sam came back years later only to find out that a flower blossomed in the place where there used to be a bench ,111,19.58369805,54,40,"flower.png,bench.png,man.png",Composition,B,77034,70710,30471,5,Sam came back years later only to find out that a flower blossomed in the place where there used to be a bench ,0,0.36,0.539215686
26,Keyboard,8,16093,28725,Three extraordinary kids built an entire house with just a mug cup,Three extraordinary kids built an entire house with just a mug cup,66,48.46827813,0,0,"house.png,Friends.png,mug.png",Composition,B,48106,19381,0,1,Three extraordinary kids built an entire house with just a mug cup,0,0,1
26,Keyboard,9,13445,17958,The doctor hinted that a green apple is hidden somewhere in the house,The doctor hinted that a green apple is hidden somewhere in the house,69,60.69170695,6,1,"apple.png,doctor.png,house.png",Composition,B,31925,13967,971,1,The doctor hinted that a green apple is hidden somewhere in the house,0,0.085714286,0.907894737
26,Keyboard,10,47084,16745,The man came with his bike to audition for Santa Claus' new rudolph,The man came with his bike to audition for Santa Claus' new Rudolph,67,16.82100076,10,7,"bicycle.png,youngman.png,santa.png",Composition,B,68259,51514,7154,1,The man came with his bike to audition for Santa Claus' new Rudolph,0.013513514,0.135135135,0.785714286
26,Keyboard,11,25881,11071,Kevin wondered how he could scare the turtle away with a frying pan,Kevin wondered how he could scare the turtle away with a frying pan,67,30.60159963,36,18,"turtle.png,cooking-pan.png,youngman.png",Composition,B,41423,30352,6094,3,Kevin wondered how he could scare the turtle away with a frying pan,0,0.423529412,0.553719008
26,Keyboard,12,18358,12193,Three kids greeted the kid when he came out of the gift box,Three kids greeted the kid when he came out of the gift box,59,37.91262665,6,6,"boy.png,Friends.png,present.png",Composition,B,31175,18982,2449,0,Three kids greeted the kid when he came out of the gift box,0,0.092307692,0.830985915
26,Keyboard,13,23943,34360,Jenny could not tell the difference between the crying boy and the dog,Jenny could not tell the difference between the crying boy and the dog,70,34.58213256,17,10,"crying.png,pup.png,confused.png",Composition,B,60932,26573,7167,3,Jenny could not tell the difference between the crying boy and the dog,0,0.2125,0.721649485
26,Keyboard,14,18460,7528,For her son Rebecca spent money to build the swing set,For her son Rebecca spent money to build the swing set,54,34.45287107,4,2,"swings.png,money.png,momandbaby.png",Composition,B,26382,18854,1844,1,For her son Rebecca spent money to build the swing set,0,0.071428571,0.9
26,Keyboard,15,36250,36133,The giant baby often grew as big as house when the sun came out ,The giant baby often grew as big as house when the sun came out ,64,20.85517241,18,9,"sun.png,house.png,baby.png",Composition,B,72776,36643,3358,3,The giant baby often grew as big as a house when the sun came out ,0.013888889,0.25,0.688888889
26,Keyboard,16,22435,18892,Because he hated a crying baby Santa Claus used magic to transform him into an adult,Because he hated a crying baby Santa Claus used magic to transform him into an adult,84,44.39491865,6,6,"crying.png,youngman.png,santa.png",Composition,B,42317,23425,1776,0,"Because he hated a crying baby, Santa Claus used magic to transform him into an adult",0.005494505,0.066300366,0.870489691
26,Keyboard,17,34561,18531,In Molly's home they cook soccer ball and eat it,In Molly's home they cook a soccer ball and eat it,48,16.31897225,26,18,"cooking.png,house.png,soccer.png",Composition,B,54609,36078,7011,2,"In Molly's home, they cook soccer ball and eat it",0.022614202,0.390999548,0.508064516
26,Keyboard,18,74250,79730,When the lady informed Jenn and her son that the plane is falling and is likely to crash Jenn's son was the only one that understood the seriousness of the situation,"When the lady informed Jenn and her son that the plane is falling and is likely to crash, Jenn's son was the only one that understood the seriousness of the situation",165,26.50505051,29,24,"woman.png,momandbaby.png,plane.png",Composition,B,154353,74623,13995,2,When the lady informed Jenn and her son that the plane is falling and is likely to crash Jenn's son was the only one that understood the seriousness of the situation,0.002631579,0.153035366,0.755152696
26,Keyboard,19,26900,9532,When the boy got on the ship he found that the cat was its captain,When the boy got on the ship he found that the cat was its captain,66,28.99628253,16,16,"boy.png,boat.png,cat.png",Composition,B,40627,31095,6549,1,"When the boy got on the ship, he found that the cat was its captain",0.006024096,0.193946518,0.670068027
26,Keyboard,20,23660,31830,The doctor lied to the kid that he will let him meet his mother if he got on the airplane,The doctor lied to the kid that he will let him meet his mother if he got on the airplane,89,44.63229079,6,6,"doctor.png,plane.png,boy.png",Composition,B,55971,24141,1394,0,The doctor lied to the kid that he will let him meet his mother if he got on the airplane,0,0.063157895,0.881188119
27,Keyboard,1,20790,5799,Grandpa uses his phone to play songs which makes little Charlie happy,Grandpa uses his phone to play songs which makes little Charlie happy,69,39.24963925,6,6,"baby.png,iPhone4.png,man.png",Composition,A,27417,21618,2233,1,Grandpa uses his phone to play songs which makes little Charlie happy,0,0.08,0.851851852
27,Keyboard,2,17804,3398,Charlie is crying because his mother told him santa is not real,Charlie is crying because his mother told him Santa is not real,63,41.78836217,5,5,"crying.png,youngman.png,santa.png",Composition,A,21727,18330,2020,0,Charlie is crying because his mother told him Santa is not real,0.014705882,0.073529412,0.849315068
27,Keyboard,3,10973,2590,Teacher told us to eat spinach instead of hotdogs,Teacher told us to eat spinach instead of hotdogs,49,52.49248155,0,0,"brocoli.png,hotdog.png,woman.png",Composition,A,14169,11579,0,2,Our teacher told us to eat spinach instead of hotdogs,0.051020408,0,0.948979592
27,Keyboard,4,19541,5039,Girl is confused why the boy is crying but in reality he is crying because he lost his dog,Girl is confused why the boy is crying but in reality he is crying because he lost his dog,90,54.65431657,3,3,"crying.png,pup.png,confused.png",Composition,A,25287,20248,1515,2,"The girl is confused why the boy is crying but in reality, he is crying because he lost his dog",0.030612245,0.031435155,0.909344059
27,Keyboard,5,24946,2125,Jack sailed in Titanic and reached America to meet his cat,Jack sailed on the Titanic and reached America to meet his cat,58,27.41922553,25,24,"boy.png,boat.png,cat.png",Composition,A,28285,26160,5674,0,Jack sailed on the Titanic and reached America to meet his cat,0.058139535,0.290697674,0.513513514
27,Keyboard,6,14382,2772,Santa gifted a bicycle to Margaret on Christmas,Santa gifted a bicycle to Margaret on Christmas,47,38.38130997,31,18,"bicycle.png,youngman.png,santa.png",Composition,A,17978,15207,5665,3,Santa gifted a bicycle to Margaret on Christmas,0,0.476923077,0.489583333
27,Keyboard,7,24035,3715,Boy told the doctor he wants to become a pilot once he grows up,Boy told the doctor he wants to become a pilot once he grows up,63,30.9548575,43,36,"doctor.png,plane.png,boy.png",Composition,A,28357,24642,5988,1,The boy told the doctor he wants to become a pilot once he grows up,0.024271845,0.425909581,0.434159753
27,Keyboard,8,22872,4331,Boy slipped from the swing and hurt his leg because the swing was slippery due to rain,Boy slipped from the swing and hurt his leg because the swing was slippery due to rain,86,44.59601259,5,5,"swings.png,crying.png,raincloud.png",Composition,A,27716,23385,2305,3,The boy slipped from the swing and hurt his leg because the swing was slippery due to rain,0.026315789,0.053788317,0.872916667
27,Keyboard,9,24194,667,Grandma loves her teddy bear that her deceased husband gifter her before passing away,Grandma loves her teddy bear that her deceased husband gifted her before passing away,85,41.66322229,24,12,"grandma.png,heart.png,teddybear.png",Composition,A,25102,24435,1922,4,Grandma loves her teddy bear that her deceased husband gifted her before passing away,0.010309278,0.24742268,0.694214876
27,Keyboard,10,12777,1344,3 friends are having coffee party at Jack's house,3 friends are having a coffee party at Jack's house,49,45.08100493,5,1,"house.png,Friends.png,mug.png",Composition,A,14832,13488,1426,1,3 friends are having a coffee party at Jack's house,0.04,0.1,0.854545455
27,Keyboard,11,36077,3011,Teacher told my mother to take my brother to another country in plane so he can experience plane ride as well,Teacher told my mother to take my brother to another country on a plane so he can experience plane ride as well,109,35.92316434,35,22,"woman.png,momandbaby.png,plane.png",Composition,A,39487,36476,6828,3,My teacher told my mother to take my brother to another country by plane so he can experience a plane ride as well,0.041812547,0.265166734,0.625645439
27,Keyboard,12,10881,6095,Old man plucks Ree flower and sits on a green bench,Old man plucks a red flower and sits on a green bench,51,55.14199063,10,1,"flower.png,bench.png,man.png",Composition,A,18341,12246,725,1,Old man plucks a red flower and sits on a green bench,0.074074074,0.185185185,0.765625
27,Keyboard,13,15966,2585,Jack is happy because his family gave him the gift he was looking for,Jack is happy because his family gave him the gift he was looking for,69,51.10860579,9,2,"boy.png,Friends.png,present.png",Composition,A,19152,16567,1427,3,Jack is happy because his family gave him the gift he was looking for,0,0.126760563,0.8625
27,Keyboard,14,14941,4131,Jhonny gets out of his house to play in sun during weekdays,Johnny gets out of his house to play in sun during weekdays,59,46.58322736,3,3,"sun.png,house.png,baby.png",Composition,A,19450,15319,1086,1,Johnny gets out of his house to play in the sun during weekdays,0.061583578,0.046920821,0.851505017
27,Keyboard,15,12607,769,Doctor took magical apple into his house,Doctor took a magical apple into his house,40,37.12223368,3,3,"apple.png,doctor.png,house.png",Composition,A,15393,14624,984,0,The doctor took a magical apple into his house,0.094684385,0.065495966,0.788043478
27,Keyboard,16,15184,602,Football is good for Margaret's cardiac health,Football is good for Margaret's cardiac health,46,35.56375132,6,2,"soccer.png,youngman.png,heart.png",Composition,A,16640,16038,735,2,Football is good for Margaret's cardiac health,0,0.125,0.851851852
27,Keyboard,17,12509,1190,Margaret will be cooking a turtle today,Margaret will be cooking a turtle today,39,36.4537533,9,4,"turtle.png,cooking-pan.png,youngman.png",Composition,A,14277,13087,486,3,Margaret will be cooking a turtle today,0,0.209302326,0.75
27,Keyboard,18,15253,985,Margaret likes to cook and play football in her house,Margaret likes to cook and play football in her house,53,40.90998492,3,3,"cooking.png,house.png,soccer.png",Composition,A,16902,15917,322,2,Margaret likes to cook and play football in her house,0,0.053571429,0.898305085
27,Keyboard,19,24899,1108,Margaret's mother paid $5000 to get a swing installed in her backyard,Margaret's mother paid $5000 to get a swing installed in her backyard,69,32.7724005,6,6,"swings.png,money.png,momandbaby.png",Composition,A,27623,26515,2570,3,Margaret's mother paid $5000 to get a swing installed in her backyard,0,0.08,0.851851852
27,Keyboard,20,18695,855,Fantastic three paid $300 to buy a teddy bear,The fantastic three paid $300 to buy a teddy bear,45,28.24284568,18,9,"teddybear.png,money.png,Friends.png",Composition,A,20525,19670,2071,3,The fantastic three paid $300 to buy a teddy bear,0.086206897,0.310344828,0.578947368
27,Speech,1,45145,6931,John got a big surprise and when he opened it his friends were there inside the gift box,John got a big surprise and when he opened it; his friends were there inside the gift box,88,23.12548455,57,37,"boy.png,Friends.png,present.png",Composition,B,52647,45716,15887,0,John got a big surprise and when he opened it his friends were there inside the gift box,0.003968254,0.454190476,0.4821954
27,Speech,2,4760,18274,Johnny's crying because his brother got to see Santa Claus but he did not,Johnny's crying because his brother got to see Santa Claus but he did not,73,181.512605,0,0,"crying.png,youngman.png,santa.png",Composition,B,26148,7874,0,0,"Johnny's crying because his brother got to see Santa Claus, but he did not",0.006756757,0,0.993243243
27,Speech,3,13627,22193,Doctor said eating green apple a day grows more green trees near your house,Doctor said eating a green apple a day grows more green trees near your house,75,65.16474646,22,5,"apple.png,doctor.png,house.png",Composition,B,37247,15054,6372,0,Doctor said eating a green apple a day grows more green trees near your house,0.025,0.275,0.715686275
27,Speech,4,24164,8682,Simpson flew to New York to meet his doctor.,Simpson flew to New York to meet his doctor.,44,21.35408045,41,36,"doctor.png,plane.png,boy.png",Composition,B,33921,25239,12261,0,Simpson flew to New York to meet his doctor.,0,0.5125,0.363636364
27,Speech,5,4142,10169,Miss Jenny eats spinach and hot dog at the same time,Miss Jenny eats spinach and hot dogs at the same time,52,147.7547079,4,1,"brocoli.png,hotdog.png,woman.png",Composition,B,17847,7679,51,0,Miss Jenny eats spinach and hot dog at the same time,0.009259259,0.074772886,0.904416213
27,Speech,6,5247,5889,It's too hot outside that's why baby is not coming out of the house,"It's too hot outside, that's why baby is not coming out of the house",67,150.9433962,0,0,"sun.png,house.png,baby.png",Composition,B,12199,6310,0,0,It's too hot outside; that's why the baby is not coming out of the house,0.042075163,0,0.957924837
27,Speech,7,4111,14426,First Jenny plays football outside then she goes in and cook food for herself,First Jenny plays football outside then she goes in and cooks food for herself,77,221.8438336,0,0,"cooking.png,house.png,soccer.png",Composition,B,20636,6210,0,0,First Jenny plays football outside then she goes in and cook food for herself,0.006410256,0,0.993589744
27,Speech,8,22208,15504,John Cant play outside on the swings because he is afraid of rain,John can't play outside on the swings because he is afraid of rain,65,34.58213256,31,28,"swings.png,crying.png,raincloud.png",Composition,B,40315,24811,8168,0,John can't play outside on the swings because he is afraid of rain,0.021276596,0.329787234,0.512
27,Speech,9,4329,5300,Playing football every day keeps your heart health in check,Playing football every day keeps your heart health in check,59,160.7761608,0,0,"soccer.png,youngman.png,heart.png",Composition,B,10719,5419,0,0,Playing football every day keeps your heart health in check,0,0,1
27,Speech,10,5211,17520,John told his friends that he makes very good coffee so they should come by his house sometime,John told his friends that he makes very good coffee so they should come by his house sometime,94,214.1623489,0,0,"house.png,Friends.png,mug.png",Composition,B,27329,9809,0,0,John told his friends that he makes very good coffee so they should come by his house sometime,0,0,1
27,Speech,11,6961,8875,Boys crying because his friend have a dog but he does not,Boy's crying because his friend has a dog but he does not,57,96.53785376,4,1,"crying.png,pup.png,confused.png",Composition,B,19019,10145,16,0,"The boy is crying because his friend has a dog, but he does not",0.103987069,0.065732759,0.825189753
27,Speech,12,10761,6543,Aunt May flew all the way from New York to meet my sister Jenny,Aunt May flew all the way from New York to meet my sister Jenny,63,69.1385559,2,2,"woman.png,momandbaby.png,plane.png",Composition,B,19126,12584,4695,0,Aunt May flew all the way from New York to meet my sister Jenny,0,0.030769231,0.940298507
27,Speech,13,11477,14810,John uses his fry pan to play with his pet turtle,John uses his fry pan to play with his pet turtle,49,50.18733118,1,1,"turtle.png,cooking-pan.png,youngman.png",Composition,B,28424,13614,1136,0,John uses his frying pan to play with his pet turtle,0.028301887,0.019433962,0.934095861
27,Speech,14,5890,6837,John saw Santa Claus coming on a bicycle to deliver gifts on Christmas Eve,John saw Santa Claus coming on a bicycle to deliver gifts on Christmas Eve,74,148.7266553,0,0,"bicycle.png,youngman.png,santa.png",Composition,B,16525,9688,0,0,John saw Santa Claus coming on a bicycle to deliver gifts on Christmas Eve,0,0,1
27,Speech,15,5771,9115,Aunt may have to pay money in order for her son to play on swings,Aunt May has to pay money in order for her son to play on swings,65,133.079189,0,0,"swings.png,money.png,momandbaby.png",Composition,B,15965,6850,0,0,The aunt may have to pay money in order for her son to play on the swings,0.084720759,0,0.915279241
27,Speech,16,2552,7199,Baby's dad is always busy on phone,Baby's dad is always busy on phone,34,155.1724138,0,0,"baby.png,iPhone4.png,man.png",Composition,B,10683,3484,0,0,The baby's dad is always busy on the phone,0.107142857,0,0.892857143
27,Speech,17,6360,16538,Grandma wants to make a t-shirt with a heart for her teddy bear,Grandma wants to make a t-shirt with a heart for her teddy bear,63,116.9811321,5,1,"grandma.png,heart.png,teddybear.png",Composition,B,24243,7706,661,0,Grandma wants to make a t-shirt with a heart for her teddy bear,0,0.078125,0.913043478
27,Speech,18,8314,18193,Grandpa goes to the garden with Jasmine flowers and sits on the bench for peaceful evenings,Grandpa goes to the garden with jasmine flowers and sits on the bench for peaceful evenings,91,129.9013712,0,0,"flower.png,bench.png,man.png",Composition,B,29105,10912,0,0,Grandpa goes to the garden with Jasmine flowers and sits on the bench for peaceful evenings,0.005494505,0,0.994505495
27,Speech,19,26501,8473,We sold our teddy bear for $400,We sold our teddy bear for $400,31,13.58439304,28,28,"teddybear.png,money.png,Friends.png",Composition,B,35963,27490,8573,0,We sold our teddy bear for $400,0,0.474576271,0.356321839
27,Speech,20,5593,12360,Johnny sold his toy ship to buy a pet cat,Johnny sold his toy ship to buy a pet cat,41,85.82156267,0,0,"boy.png,boat.png,cat.png",Composition,B,20511,8151,0,0,Johnny sold his toy ship to buy a pet cat,0,0,1
28,Speech,1,18241,9475,"The mother appreciated the sun, the house, and her new baby.","The mother appreciated the sun, the house, and her new baby.",60,38.81366153,8,6,"sun.png,house.png,baby.png",Composition,B,28884,19409,4941,0,"The mother appreciated the sun, the house, and her new baby.",0,0.121212121,0.810810811
28,Speech,2,5133,12326,She enjoys both baking at her home and playing soccer.,She enjoys both baking at her home and playing soccer.,54,123.9041496,0,0,"cooking.png,house.png,soccer.png",Composition,B,18125,5799,0,0,She enjoys both baking at her home and playing soccer.,0,0,1
28,Speech,3,4497,6175,The father told the son not to be afraid of Santa Claus.,The father told the son not to be afraid of Santa Claus.,56,146.7645097,1,1,"crying.png,youngman.png,santa.png",Composition,B,13364,7189,773,0,The father told the son not to be afraid of Santa Claus.,0,0.01754386,0.965517241
28,Speech,4,2344,6610,The boy rode his bike to see Santa Claus.,The boy rode his bike to see Santa Claus.,41,204.778157,0,0,"bicycle.png,youngman.png,santa.png",Composition,B,10414,3804,0,0,The boy rode his bike to see Santa Claus.,0,0,1
28,Speech,5,3319,8446,The boy was amused by the cat on the ship.,The boy was amused by the cat on the ship.,42,148.2374209,0,0,"boy.png,boat.png,cat.png",Composition,B,12602,4156,0,0,The boy was amused by the cat on the ship.,0,0,1
28,Speech,6,2862,4030,The baby stole his father's phone.,The baby stole his father's phone.,34,138.3647799,0,0,"baby.png,iPhone4.png,man.png",Composition,B,7487,3457,0,0,The baby stole his father's phone.,0,0,1
28,Speech,7,21150,4798,The child was upset that he couldn't play in the park because of the rain.,The child was upset that he couldn't play in the park because of the rain.,74,41.41843972,16,7,"swings.png,crying.png,raincloud.png",Composition,B,28773,23975,13633,0,The child was upset that he couldn't play in the park because of the rain.,0,0.197530864,0.762886598
28,Speech,8,5170,6753,The mother's friends came to the boy's birthday party.,The mother's friends came to the boy's birthday party.,54,123.0174081,0,0,"boy.png,Friends.png,present.png",Composition,B,15541,8788,0,0,The mother's friends came to the boy's birthday party.,0,0,1
28,Speech,9,6844,8625,The man narrated his cooking challenge to his pet turtle.,The man narrated his cooking challenge to his pet turtle.,57,98.18819404,13,1,"turtle.png,cooking-pan.png,youngman.png",Composition,B,22727,14102,192,0,The man narrated his cooking challenge to his pet turtle.,0,0.224137931,0.802816901
28,Speech,10,3692,5247,The old man admired the daisies in the park.,The old man admired the daisies in the park.,44,139.7616468,0,0,"flower.png,bench.png,man.png",Composition,B,10008,4761,0,0,The old man admired the daisies in the park.,0,0,1
28,Speech,11,9976,6005,The saleswoman helped her mother and her new baby pick a flight.,The saleswoman helped her mother and her new baby pick a flight.,64,75.7818765,4,4,"woman.png,momandbaby.png,plane.png",Composition,B,18740,12735,4208,0,The saleswoman helped her mother and her new baby pick a flight.,0,0.058823529,0.888888889
28,Speech,12,10905,9392,"For reasons unknown to his sister, the boy was afraid of the puppy.","For reasons unknown to his sister, the boy was afraid of the puppy.",67,72.62723521,1,1,"crying.png,pup.png,confused.png",Composition,B,20872,11480,705,0,"For reasons unknown to his sister, the boy was afraid of the puppy.",0,0.014705882,0.971014493
28,Speech,13,6597,5302,The group of teenagers spent a lot of money trying to win the bear.,The group of teenagers spent a lot of money trying to win the bear.,67,120.0545703,6,1,"teddybear.png,money.png,Friends.png",Composition,B,12636,7334,134,0,The group of teenagers spent a lot of money trying to win the bear.,0,0.088235294,0.905405405
28,Speech,14,13413,5001,"She refused to eat broccoli, she'd prefer a hot dog.","She refused to eat broccoli, she'd prefer a hot dog.",52,45.62737643,12,1,"brocoli.png,hotdog.png,woman.png",Composition,B,19084,14083,10,0,"She refused to eat broccoli, she'd prefer a hot dog.",0,0.226415094,0.8
28,Speech,15,2282,6376,He loves soccer.,He loves soccer.,16,78.87817704,0,0,"soccer.png,youngman.png,heart.png",Composition,B,11060,4684,0,0,He loves soccer.,0,0,1
28,Speech,16,13054,15936,The pediatrician had to catch his flight.,The pediatrician had to catch his flight.,41,36.77033859,7,7,"doctor.png,plane.png,boy.png",Composition,B,29485,13549,3335,0,The pediatrician had to catch his flight.,0,0.145833333,0.745454545
28,Speech,17,15520,6603,The friends shared a cup of coffee at their home.,The friends shared a cup of coffee at their home.,49,37.11340206,14,14,"house.png,Friends.png,mug.png",Composition,B,26111,19508,6686,0,The friends shared a cup of coffee at their home.,0,0.222222222,0.636363636
28,Speech,18,2754,5055,The mother paid for her child to go to the musement park,The mother paid for her child to go to the amusement park,56,239.6514161,0,0,"swings.png,money.png,momandbaby.png",Composition,B,9338,4283,0,0,The mother paid for her child to go to the amusement park,0.017857143,0,0.982142857
28,Speech,19,3460,4109,The doctor recommended that they have more fruit in the house.,The doctor recommended that they have more fruit in the house.,62,211.5606936,0,0,"apple.png,doctor.png,house.png",Composition,B,9196,5087,0,0,The doctor recommended that they have more fruit in the house.,0,0,1
28,Speech,20,7334,4958,The grandmother loves to make stuffed animals for her grandchild.,The grandmother loves to make stuffed animals for her grandchild.,65,104.7177529,4,1,"grandma.png,heart.png,teddybear.png",Composition,B,13639,8682,52,0,The grandmother loves to make stuffed animals for her grandchild.,0,0.060606061,0.928571429
28,Keyboard,1,16887,4615,The group paid a lot of money for the collectable bear.,The group paid a lot of money for the collectable bear.,55,38.37271274,2,2,"teddybear.png,money.png,Friends.png",Composition,A,21940,17325,623,0,The group paid a lot of money for the collectable bear.,0,0.035087719,0.93220339
28,Keyboard,2,11908,7927,The older lady collected stuffed bears.,The older lady collected stuffed bears.,39,38.29358415,2,2,"grandma.png,heart.png,teddybear.png",Composition,A,20914,12987,625,0,The older lady collected stuffed bears.,0,0.048780488,0.906976744
